time_referencia,competicao,pais_competicao,data_jogo,time_casa,time_fora,jogo,resultado,formacao_casa,formacao_fora,titulares_casa,titulares_fora,substituicoes,gols,assistencias
Mexico,"CONCACAF Gold Cup, Group B",North & Central America,2023-06-26 00:00:00,Mexico,Honduras,Mexico x Honduras,4 x 0,4-3-3,4-2-3-1,Guillermo Ochoa | Jorge Sánchez | Edson Álvarez | Johan Vásquez | Jesús Gallardo | Erick Sánchez | Luis Chávez | Luis Romo | Uriel Antuna | Henry Martín | Orbelín Pineda,Luis López | Marcelo Santos | Devron García | Luis Vega | Joseph Rosales | Deybi Flores | Jorge Álvarez | Alberth Elis | Alexander López | José Mario Pinto | Jorge Benguché,[CASA] 80' Israel Reyes entrou no lugar de Edson Álvarez | [CASA] 80' Roberto Alvarado entrou no lugar de Orbelín Pineda | [FORA] 76' Rubilio Castillo entrou no lugar de Alberth Elis | [FORA] 69' Bryan Acosta entrou no lugar de Jorge Álvarez | [CASA] 69' Carlos Rodríguez entrou no lugar de Erick Sánchez | [CASA] 69' Ozziel Herrera entrou no lugar de Uriel Antuna | [FORA] 60' Alexy Vega entrou no lugar de José Mario Pinto | [FORA] 59' Omar Elvir entrou no lugar de Alexander López | [FORA] 59' Jerry Bengtson entrou no lugar de Jorge Benguché | [CASA] 59' Santiago Giménez entrou no lugar de Henry Martín,[CASA] 64' Luis Chávez | [CASA] 52' Orbelín Pineda | [CASA] 23' Luis Romo | [CASA] 1' Luis Romo,[CASA] 52' Henry Martín -> Orbelín Pineda | [CASA] 23' Jesús Gallardo -> Luis Romo
Haiti,"CONCACAF Gold Cup, Group B",North & Central America,2023-06-25 22:00:00,Haiti,Qatar,Haiti x Qatar,2 x 1,4-2-3-1,4-3-3,Alexandre Pierre | Carlens Arcus | Ricardo Adé | Garven-Michee Metusala | Alex Christian Junior | Carl Fred Sainté | Bryan Alceus | Fafà Picault | Derrick Etienne | Duckens Nazon | Frantzdy Pierrot,Meshaal Barsham | Bassam Al Rawi | Ahmed Suhail | Tarek Salman | Homam Al-Amin | Jassem Gaber Abdulsallam | Ahmed Fathi | Mostafa Mashaal | Yusuf Abdurisag | Mohammed Muntari | Hazem Shehata,[FORA] 90' Yousef Farahat entrou no lugar de Yusuf Abdurisag | [CASA] 90' Carnejy Antoine entrou no lugar de Derrick Etienne | [CASA] 90' Danley Jean Jacques entrou no lugar de Carl Fred Sainté | [FORA] 86' Mohammed Waad entrou no lugar de Mohammed Muntari | [CASA] 84' Jean Jairo Hestefano entrou no lugar de Fafà Picault | [CASA] 75' Steeven Saba entrou no lugar de Bryan Alceus | [FORA] 58' Tameem Mansour entrou no lugar de Hazem Shehata | [FORA] 58' Ali Asad entrou no lugar de Jassem Gaber Abdulsallam,[CASA] 90+7' Frantzdy Pierrot | [CASA] 45+1' Duckens Nazon | [FORA] 20' Yusuf Abdurisag,[CASA] 90+7' Carnejy Antoine -> Frantzdy Pierrot | [FORA] 20' Mostafa Mashaal -> Yusuf Abdurisag
USA,"CONCACAF Gold Cup, Group A",North & Central America,2023-06-25 01:30:00,USA,Jamaica,USA x Jamaica,1 x 1,4-2-3-1,4-4-2,Matt Turner | DeAndre Yedlin | Matt Miazga | Aaron Long | John Tolkin | Aidan Morris | James Sands | Alex Zendejas | Alan Soñora | Jordan Morris | Jesús Ferreira,Andre Blake | Dexter Lembikisa | Damion Lowe | Adrian Mariappa | Amari'i Bell | Bobby De Cordova-Reid | Kevon Lambert | Joel Latibeaudiere | Demarai Gray | Leon Bailey | Michail Antonio,[FORA] 90' Daniel Johnson entrou no lugar de Demarai Gray | [FORA] 90' Shamar Nicholson entrou no lugar de Leon Bailey | [CASA] 82' Brandon Vázquez entrou no lugar de John Tolkin | [FORA] 75' Cory Burke entrou no lugar de Michail Antonio | [CASA] 66' Đorđe Mihailović entrou no lugar de Alex Zendejas | [CASA] 65' Cristian Roldán entrou no lugar de Alan Soñora | [FORA] 65' Kemar Lawrence entrou no lugar de Amari'i Bell | [CASA] 55' Cade Cowell entrou no lugar de Jordan Morris | [CASA] 46' Jalen Neal entrou no lugar de Aaron Long,[CASA] 88' Brandon Vázquez | [FORA] 13' Damion Lowe,[FORA] 13' Demarai Gray -> Damion Lowe
Ecuador,Int. Friendly Games,World,2023-06-21 00:00:00,Costa Rica,Ecuador,Costa Rica x Ecuador,1 x 3,5-4-1,3-5-2,Kevin Chamorro | Carlos Martínez | Pablo Arboine | Kendall Waston | Juan Pablo Vargas | Suhander Zuniga | Warren Madrigal | Roan Wilson | Cristopher Núñez | Josimar Alcócer | Joel Campbell,Alexander Domínguez | Léo Realpe | Robert Arboleda | Willian Pacho | Ayrton Preciado | Jordy Alcivar | José Cifuentes | Moisés Caicedo | Pervis Estupiñán | Ángel Mena | Enner Valencia,[FORA] 79' Félix Torres entrou no lugar de Enner Valencia | [FORA] 79' Alan Franco entrou no lugar de Léo Realpe | [FORA] 76' Carlos Gruezo entrou no lugar de Jordy Alcivar | [FORA] 76' José Andrés Hurtado entrou no lugar de Ángelo Preciado | [CASA] 75' Francisco Calvo entrou no lugar de Juan Pablo Vargas | [CASA] 75' Wílmer Azofeifa entrou no lugar de Roan Wilson | [FORA] 67' Pedro Vite entrou no lugar de José Cifuentes | [FORA] 67' Anderson Julio entrou no lugar de Ángel Mena | [CASA] 65' Carlos Mora entrou no lugar de Warren Madrigal | [CASA] 46' Anthony Contreras entrou no lugar de Carlos Martínez | [CASA] 46' Ricardo Peña entrou no lugar de Cristopher Núñez,[FORA] 82' Pedro Vite | [CASA] 66' Joel Campbell | [FORA] 57' Willian Pacho | [FORA] 20' Enner Valencia,[FORA] 82' Pervis Estupiñán -> Pedro Vite | [CASA] 66' Anthony Contreras -> Joel Campbell | [FORA] 57' José Cifuentes -> Willian Pacho | [FORA] 20' Pervis Estupiñán -> Enner Valencia
Uruguay,Int. Friendly Games,World,2023-06-20 23:30:00,Uruguay,Cuba,Uruguay x Cuba,2 x 0,4-3-3,5-4-1,Sergio Rochet | Puma Rodríguez | Bruno Méndez | Mauricio Lemos | Joaquín Piquerez | Facundo Torres | Felipe Carballo | Agustín Canobbio | Diego Rossi | Thiago Borbas | Maximiliano Araújo,Raiko Arozarena | Dariel Morejon Rodriguez | Yunior Pérez | Modesto Mendez | Carlos Alberto Cavafe | Jorge Luis Corrales | Luis Paradela | Aricheell Hernández | Yosel Piedra | Willian Pozo-Venta | Aldair Ruiz,[FORA] 84' Daniel Diaz entrou no lugar de Aricheell Hernández | [FORA] 84' Romario Torrez entrou no lugar de Dariel Morejon Rodriguez | [FORA] 76' Yasniel Matos entrou no lugar de Willian Pozo-Venta | [FORA] 76' Maikel Reyes entrou no lugar de Aldair Ruiz | [CASA] 66' Emiliano Martínez entrou no lugar de Agustín Canobbio | [CASA] 46' Brian Rodríguez entrou no lugar de Diego Rossi | [CASA] 46' Matías Arezo entrou no lugar de Thiago Borbas | [CASA] 46' Santiago Mele entrou no lugar de Sergio Rochet | [CASA] 40' Guillermo Varela entrou no lugar de Mauricio Lemos | [FORA] 21' Neisser Sando entrou no lugar de Carlos Alberto Cavafe,[CASA] 80' Maximiliano Araújo | [CASA] 27' Facundo Torres,
Brazil,Int. Friendly Games,World,2023-06-20 19:00:00,Brazil,Senegal,Brazil x Senegal,2 x 4,4-3-3,4-3-3,Ederson | Danilo | Éder Militão | Marquinhos | Ayrton Lucas | Joelinton | Bruno Guimarães | Lucas Paquetá | Malcom | Richarlison | Vinícius Júnior,Mory Diaw | Youssouf Sabaly | Kalidou Koulibaly | Moussa Niakhaté | Ismail Jakobs | Pathé Ismaël Ciss | Nampalys Mendy | Pape Gueye | Ismaïla Sarr | Habibou Diallo | Sadio Mané,[FORA] 88' Nicolas Jackson entrou no lugar de Habibou Diallo | [FORA] 83' Cheikhou Kouyaté entrou no lugar de Pathé Ismaël Ciss | [FORA] 83' Krépin Diatta entrou no lugar de Pape Gueye | [CASA] 74' Alex Telles entrou no lugar de Ayrton Lucas | [CASA] 74' André entrou no lugar de Lucas Paquetá | [CASA] 67' Raphael Veiga entrou no lugar de Joelinton | [CASA] 57' Rony entrou no lugar de Malcom | [CASA] 57' Pedro entrou no lugar de Richarlison,[FORA] 90+7' Sadio Mané | [CASA] 58' Marquinhos | [FORA] 55' Sadio Mané | [FORA] 52' Marquinhos | [FORA] 22' Habibou Diallo | [CASA] 11' Lucas Paquetá,[FORA] 55' Habibou Diallo -> Sadio Mané | [CASA] 11' Vinícius Júnior -> Lucas Paquetá
Tunisia,Int. Friendly Games,World,2023-06-20 19:00:00,Algeria,Tunisia,Algeria x Tunisia,1 x 1,4-3-3,5-4-1,Moustapha Zeghba | Kevin Van Den Kerkhof | Aïssa Mandi | Mohamed Tougai | Ahmed Touba | Ramiz Zerrouki | Farès Chaïbi | Nabil Bentaleb | Riyad Mahrez | Islam Slimani | Saïd Benrahma,Aymen Dahmen | Wajdi Kechrida | Yan Valery | Yassine Meriah | Montassar Talbi | Ali Abdi | Elias Achouri | Aissa Laïdouni | Mohamed Ali Ben Romdhane | Hannibal Mejbri | Issam Jebali,[FORA] 90' Cristo entrou no lugar de Mohamed Ali Ben Romdhane | [CASA] 85' Himad Abdelli entrou no lugar de Farès Chaïbi | [FORA] 76' Mortadha Ben Ouanes entrou no lugar de Elias Achouri | [FORA] 76' Anis Ben Slimane entrou no lugar de Hannibal Mejbri | [CASA] 74' Mohamed Amoura entrou no lugar de Saïd Benrahma | [CASA] 74' Mehdi Léris entrou no lugar de Kevin Van Den Kerkhof | [FORA] 70' Hamdi Labidi entrou no lugar de Issam Jebali | [FORA] 70' Mohamed Dräger entrou no lugar de Wajdi Kechrida | [CASA] 59' Houssem Aouar entrou no lugar de Ramiz Zerrouki | [CASA] 59' Baghdad Bounedjah entrou no lugar de Islam Slimani,[CASA] 38' Riyad Mahrez | [FORA] 13' Montassar Talbi,[FORA] 13' Ali Abdi -> Montassar Talbi
Scotland,"Euro, Qualification Group A",Europe,2023-06-20 18:45:00,Scotland,Georgia,Scotland x Georgia,2 x 0,5-3-2,4-4-1-1,Angus Gunn | Aaron Hickey | Ryan Porteous | Jack Hendry | Kieran Tierney | Andy Robertson | Scott McTominay | Billy Gilmour | Callum McGregor | John McGinn | Lyndon Dykes,Giorgi Mamardashvili | Otar Kakabadze | Solomon Kvirkvelia | Guram Kashia | Lasha Dvali | Saba Lobzhanidze | Nika Kvekveskiri | Luka Gagnidze | Khvicha Kvaratskhelia | Otar Kiteishvili | Georges Mikautadze,[CASA] 90' Ryan Christie entrou no lugar de John McGinn | [CASA] 86' Kenny McLean entrou no lugar de Billy Gilmour | [CASA] 79' Kevin Nisbet entrou no lugar de Lyndon Dykes | [CASA] 79' John Souttar entrou no lugar de Kieran Tierney | [CASA] 79' Ryan Jack entrou no lugar de Callum McGregor | [FORA] 64' Zuriko Davitashvili entrou no lugar de Saba Lobzhanidze | [FORA] 56' Giorgi Gocholeishvili entrou no lugar de Lasha Dvali | [FORA] 56' Budu Zivzivadze entrou no lugar de Nika Kvekveskiri,[CASA] 47' Scott McTominay | [CASA] 6' Callum McGregor,
Norway,"Euro, Qualification Group A",Europe,2023-06-20 18:45:00,Norway,Cyprus,Norway x Cyprus,3 x 1,4-3-3,5-4-1,Ørjan Nyland | Julian Ryerson | Stefan Strandberg | Leo Østigård | Birger Meling | Martin Ødegaard | Patrick Berg | Fredrik Aursnes | Alexander Sørloth | Erling Haaland | Ola Solbakken,Joel Mall | Minas Antoniou | Alexander Gogić | Konstantinos Laifis | Nikolas Ioannou | Anderson Correia | Charalampos Charalampous | Ioannis Kousoulos | Grigoris Kastanos | Kostas Pileas | Ioannis Pittas,[FORA] 90' Giannis Satsias entrou no lugar de Ioannis Kousoulos | [CASA] 87' Kristoffer Velde entrou no lugar de Fredrik Aursnes | [CASA] 87' Bård Finne entrou no lugar de Erling Haaland | [CASA] 74' Kristian Thorstvedt entrou no lugar de Patrick Berg | [FORA] 70' Dimitris Christofi entrou no lugar de Ioannis Pittas | [FORA] 62' Marinos Tzionis entrou no lugar de Charalampos Charalampous | [FORA] 62' Loizos Loizou entrou no lugar de Minas Antoniou | [FORA] 61' Stelios Andreou entrou no lugar de Kostas Pileas | [CASA] 59' Brice Wembangomo entrou no lugar de Julian Ryerson | [CASA] 58' Sander Berge entrou no lugar de Ola Solbakken,[FORA] 90+3' Grigoris Kastanos | [CASA] 60' Erling Haaland | [CASA] 56' Erling Haaland | [CASA] 12' Ola Solbakken,[FORA] 90+3' Dimitris Christofi -> Grigoris Kastanos | [CASA] 60' Martin Ødegaard -> Erling Haaland | [CASA] 12' Erling Haaland -> Ola Solbakken
Bosnia & Herzegovina,"Euro, Qualification Group J",Europe,2023-06-20 18:45:00,Bosnia & Herzegovina,Luxembourg,Bosnia & Herzegovina x Luxembourg,0 x 2,4-3-1-2,4-4-1-1,Ibrahim Šehić | Amar Dedić | Adrian Leon Barišić | Siniša Saničanin | Sead Kolašinac | Miroslav Stevanović | Benjamin Tahirović | Gojko Cimirot | Miralem Pjanić | Kenan Kodro | Edin Džeko,Anthony Moris | Laurent Jans | Enes Mahmutović | Maxime Chanot | Florian Bohnert | Mathias Olesen | Christopher Martins | Leandro Barreiro | Yvandro Borges Sanches | Danel Sinani | Alessio Curci,[FORA] 90' Dejvid Sinani entrou no lugar de Danel Sinani | [FORA] 83' Dirk Carlson entrou no lugar de Yvandro Borges Sanches | [CASA] 72' Smail Prevljak entrou no lugar de Gojko Cimirot | [CASA] 72' Luka Menalo entrou no lugar de Miroslav Stevanović | [FORA] 58' Marvin Martins entrou no lugar de Alessio Curci | [CASA] 46' Said Hamulić entrou no lugar de Kenan Kodro | [CASA] 46' Amir Hadžiahmetović entrou no lugar de Benjamin Tahirović,[FORA] 74' Danel Sinani | [FORA] 4' Yvandro Borges Sanches,[FORA] 74' Leandro Barreiro -> Danel Sinani
Austria,"Euro, Qualification Group F",Europe,2023-06-20 18:45:00,Austria,Sweden,Austria x Sweden,2 x 0,4-4-2,4-4-2,Alexander Schlager | Stefan Posch | Philipp Lienhart | David Alaba | Phillipp Mwene | Patrick Wimmer | Xaver Schlager | Nicolas Seiwald | Christoph Baumgartner | Junior Adamu | Michael Gregoritsch,Robin Olsen | Linus Wahlqvist | Isak Hien | Victor Lindelöf | Martin Olsson | Mattias Svanberg | Samuel Gustafson | Albin Ekdal | Emil Forsberg | Dejan Kulusevski | Alexander Isak,[CASA] 90' Dejan Ljubičić entrou no lugar de Christoph Baumgartner | [FORA] 87' Anthony Elanga entrou no lugar de Dejan Kulusevski | [FORA] 87' Viktor Claesson entrou no lugar de Mattias Svanberg | [FORA] 77' Jesper Karlsson entrou no lugar de Emil Forsberg | [FORA] 76' Viktor Gyökeres entrou no lugar de Alexander Isak | [CASA] 71' Florian Grillitsch entrou no lugar de Xaver Schlager | [CASA] 59' Marcel Sabitzer entrou no lugar de Patrick Wimmer | [CASA] 46' Marko Arnautović entrou no lugar de Junior Adamu | [FORA] 46' Jesper Karlström entrou no lugar de Albin Ekdal | [CASA] 46' Maximilian Wöber entrou no lugar de Stefan Posch,[CASA] 89' Christoph Baumgartner | [CASA] 81' Christoph Baumgartner,
Belgium,"Euro, Qualification Group F",Europe,2023-06-20 18:45:00,Estonia,Belgium,Estonia x Belgium,0 x 3,3-5-2,4-2-3-1,Karl Hein | Rasmus Peetson | Karol Mets | Märten Kuusk | Taijo Teniste | Markus Poom | Mattias Käit | Martin Miller | Vlasiy Sinyavskiy | Rauno Sappinen | Henrik Ojamaa,Matz Sels | Timothy Castagne | Wout Faes | Jan Vertonghen | Arthur Theate | Aster Vranckx | Youri Tielemans | Johan Bakayoko | Mike Trésor | Yannick Carrasco | Romelu Lukaku,[FORA] 88' Olivier Deman entrou no lugar de Arthur Theate | [CASA] 79' Sten Reinkort entrou no lugar de Taijo Teniste | [CASA] 74' Rocco Robert Shein entrou no lugar de Martin Miller | [CASA] 74' Erik Sorga entrou no lugar de Rauno Sappinen | [FORA] 69' Michy Batshuayi entrou no lugar de Romelu Lukaku | [CASA] 61' Henri Anier entrou no lugar de Markus Poom | [FORA] 58' Ameen Al-Dakhil entrou no lugar de Jan Vertonghen | [FORA] 57' Orel Mangala entrou no lugar de Aster Vranckx | [FORA] 57' Jérémy Doku entrou no lugar de Mike Trésor | [CASA] 46' Georgi Tunjov entrou no lugar de Henrik Ojamaa,[FORA] 90' Johan Bakayoko | [FORA] 40' Romelu Lukaku | [FORA] 37' Romelu Lukaku,[FORA] 90' Yannick Carrasco -> Johan Bakayoko | [FORA] 40' Arthur Theate -> Romelu Lukaku | [FORA] 37' Aster Vranckx -> Romelu Lukaku
Colombia,Int. Friendly Games,World,2023-06-20 18:45:00,Germany,Colombia,Germany x Colombia,0 x 2,3-4-2-1,4-2-2-2,Marc-André Ter Stegen | Malick Thiaw | Emre Can | Antonio Rüdiger | Marius Wolf | Jamal Musiala | Leon Goretzka | Robin Gosens | Leroy Sané | İlkay Gündoğan | Kai Havertz,Camilo Vargas | Daniel Muñoz | Yerry Mina | Jhon Lucumí | Deiver Machado | Matheus Uribe | Jefferson Lerma | Juan Cuadrado | Jhon Arias | Rafael Borré | Luis Díaz,[FORA] 90' Davinson Sánchez entrou no lugar de Juan Cuadrado | [FORA] 90' Kevin Castaño entrou no lugar de Matheus Uribe | [FORA] 86' Diego Valoyes entrou no lugar de Luis Díaz | [CASA] 79' Julian Brandt entrou no lugar de Kai Havertz | [CASA] 79' Joshua Kimmich entrou no lugar de İlkay Gündoğan | [FORA] 77' Mateo Cassierra entrou no lugar de Rafael Borré | [FORA] 77' Wílmar Barrios entrou no lugar de Jefferson Lerma | [CASA] 66' Niclas Füllkrug entrou no lugar de Emre Can | [CASA] 46' Benjamin Henrichs entrou no lugar de Marius Wolf,[FORA] 82' Juan Cuadrado | [FORA] 54' Luis Díaz,[FORA] 54' Juan Cuadrado -> Luis Díaz
Portugal,"Euro, Qualification Group J",Europe,2023-06-20 18:45:00,Iceland,Portugal,Iceland x Portugal,0 x 1,4-4-2,3-4-2-1,Rúnar Alex Rúnarsson | Valgeir Lunddal Fridriksson | Victor Pálsson | Sverrir Ingason | Hörður Magnússon | Willum Thor Willumsson | Arnór Traustason | Jóhann Guðmundsson | Jón Dagur Þórsteinsson | Albert Guðmundsson | Alfreð Finnbogason,Diogo Costa | Rúben Dias | Pepe | Danilo Pereira | Diogo Dalot | Rúben Neves | Bruno Fernandes | João Cancelo | Bernardo Silva | Rafael Leão | Cristiano Ronaldo,[FORA] 90' Diogo Jota entrou no lugar de Bernardo Silva | [FORA] 84' Vitinha entrou no lugar de Bruno Fernandes | [FORA] 84' Otávio entrou no lugar de Danilo Pereira | [CASA] 79' Hakon Arnar Haraldsson entrou no lugar de Jón Dagur Þórsteinsson | [CASA] 79' Alfons Sampsted entrou no lugar de Valgeir Lunddal Fridriksson | [CASA] 75' Sævar Atli Magnússon entrou no lugar de Alfreð Finnbogason | [CASA] 75' Ísak Bergmann Jóhannesson entrou no lugar de Arnór Traustason | [FORA] 67' Raphaël Guerreiro entrou no lugar de João Cancelo | [FORA] 67' Gonçalo Inácio entrou no lugar de Rúben Neves,[FORA] 89' Cristiano Ronaldo,[FORA] 89' Gonçalo Inácio -> Cristiano Ronaldo
Czechia,Int. Friendly Games,World,2023-06-20 16:00:00,Montenegro,Czechia,Montenegro x Czechia,1 x 4,3-5-2,3-4-3,Matija Šarkić | Miloš Milović | Stefan Savić | Žarko Tomašević | Marko Vukčević | Marko Janković | Marko Bakić | Vukan Savićević | Risto Radunović | Milutin Osmajić | Stefan Mugoša,Tomáš Vaclík | David Zima | Jakub Brabec | Patrizio Stronati | David Douděra | Michal Sadílek | Tomáš Souček | Jaroslav Zelený | Václav Černý | Mojmír Chytil | Jaromír Zmrhal,[FORA] 85' Jan Matoušek entrou no lugar de Mojmír Chytil | [CASA] 77' Dušan Bakić entrou no lugar de Milutin Osmajić | [FORA] 76' Lukáš Sadílek entrou no lugar de Michal Sadílek | [FORA] 70' Adam Hložek entrou no lugar de Václav Černý | [CASA] 59' Driton Camaj entrou no lugar de Marko Bakić | [CASA] 58' Nikola Krstović entrou no lugar de Stefan Mugoša | [CASA] 46' Andrija Radulović entrou no lugar de Vukan Savićević | [FORA] 46' Jakub Jugas entrou no lugar de Jaroslav Zelený | [FORA] 46' Lukáš Provod entrou no lugar de Jaromír Zmrhal | [CASA] 46' Vladan Bubanja entrou no lugar de Miloš Milović | [CASA] 46' Stefan Lončar entrou no lugar de Marko Janković,[FORA] 85' Adam Hložek | [FORA] 75' Lukáš Provod | [CASA] 66' Driton Camaj | [FORA] 57' Michal Sadílek | [FORA] 28' Mojmír Chytil,[FORA] 85' Mojmír Chytil -> Adam Hložek | [FORA] 75' David Zima -> Lukáš Provod | [CASA] 66' Risto Radunović -> Driton Camaj | [FORA] 28' David Douděra -> Mojmír Chytil
South Korea,Int. Friendly Games,World,2023-06-20 11:00:00,South Korea,El Salvador,South Korea x El Salvador,1 x 1,4-4-2,4-4-1-1,Kim Seung-gyu | Young-woo Seol | Jung Seung-hyeon | Park Ji-soo | Kim Jin-su | Hwang Hee-chan | Yong Woo Park | Hwang In-beom | Kang-in Lee | Jae-sung Lee | Gue-sung Cho,Tomás Romero | Bryan Tamacas | Eriq Zavaleta | Erick Cabalceta | Alex Roldán | Kevin Reyes | Christian Martínez | Narciso Orellana | Leonardo Menjívar | Harold Osorio | Brayan Gil,[FORA] 84' Jairo Henríquez entrou no lugar de Christian Martínez | [FORA] 81' Cristian Gil entrou no lugar de Brayan Gil | [FORA] 78' Melvin Cartagena entrou no lugar de Harold Osorio | [FORA] 75' Joshua Pérez entrou no lugar de Kevin Reyes | [FORA] 70' Brayan Landaverde entrou no lugar de Narciso Orellana | [CASA] 69' Son Heung-min entrou no lugar de Hwang Hee-chan | [CASA] 69' Hyeon-gyu Oh entrou no lugar de Gue-sung Cho | [FORA] 59' Mayer Gil entrou no lugar de Leonardo Menjívar | [CASA] 58' Kyu-hyun Park entrou no lugar de Kim Jin-su | [CASA] 58' Hong Hyun-seok entrou no lugar de Yong Woo Park | [CASA] 46' Hwang Ui-Jo entrou no lugar de Jae-sung Lee,[FORA] 87' Alex Roldán | [CASA] 49' Hwang Ui-Jo,[FORA] 87' Jairo Henríquez -> Alex Roldán | [CASA] 49' Hwang Hee-chan -> Hwang Ui-Jo
Japan,Int. Friendly Games,World,2023-06-20 09:55:00,Japan,Peru,Japan x Peru,4 x 1,4-4-2,4-2-3-1,Kosuke Nakamura | Yukinari Sugawara | Ko Itakura | Shogo Taniguchi | Hiroki Itō | Junya Ito | Wataru Endo | Reo Hatate | Kaoru Mitoma | Daichi Kamada | Kyogo Furuhashi,Pedro Gallese | Jhilmar Lora | Carlos Zambrano | Anderson Santamaría | Marcos López | Wilder Cartagena | Yoshimar Yotún | Sergio Peña | Gianluca Lapadula | Christian Cueva | Paolo Guerrero,[FORA] 84' Jesús Castillo entrou no lugar de Wilder Cartagena | [CASA] 81' Ayumu Seko entrou no lugar de Wataru Endo | [FORA] 73' Pedro Aquino entrou no lugar de Yoshimar Yotún | [CASA] 71' Ritsu Doan entrou no lugar de Junya Ito | [CASA] 71' Takefusa Kubo entrou no lugar de Daichi Kamada | [CASA] 61' Yuki Soma entrou no lugar de Yukinari Sugawara | [CASA] 61' Daizen Maeda entrou no lugar de Kyogo Furuhashi | [FORA] 50' Alexander Callens entrou no lugar de Anderson Santamaría | [FORA] 46' Bryan Reyna entrou no lugar de Paolo Guerrero | [FORA] 46' Christofer Gonzáles entrou no lugar de Sergio Peña | [FORA] 46' Edison Flores entrou no lugar de Christian Cueva | [CASA] 46' Hidemasa Morita entrou no lugar de Reo Hatate,[FORA] 83' Christofer Gonzáles | [CASA] 75' Daizen Maeda | [CASA] 63' Junya Ito | [CASA] 37' Kaoru Mitoma | [CASA] 22' Hiroki Itō,[CASA] 63' Kaoru Mitoma -> Junya Ito | [CASA] 37' Daichi Kamada -> Kaoru Mitoma | [CASA] 22' Wataru Endo -> Hiroki Itō
